UID        PID  PPID  C STIME TTY          TIME CMD
steve     9927  9926  0 Aug02 pts/2    00:00:00 -bash
root     11070  1109  0 14:36 ?        00:00:00 sshd: rdelarosa [priv]
rdelaro+ 11073     1  0 14:36 ?        00:00:00 /lib/systemd/systemd --user
rdelaro+ 11074 11073  0 14:36 ?        00:00:00 (sd-pam)
root     11083     2  0 14:36 ?        00:00:00 [kworker/18:2]
rdelaro+ 11089 11070  0 14:36 ?        00:00:00 sshd: rdelarosa@notty
rdelaro+ 11096 11089  0 14:36 ?        00:00:00 /usr/lib/openssh/sftp-server
root     11455  1109  0 13:57 ?        00:00:00 sshd: julloa [priv]
kwesbro+ 11552  9331  0 14:16 ?        00:00:01 /home/stu/kwesbrook/.vscode-server/extensions/ms-vscode.cpptools-1.6.0/bin/cpptools-srv 9331 {FCA8B807-10BC-4B8D-8DB9-08BA37F2987C}
root     11723     1  0 Jul21 ?        00:09:19 /lib/systemd/systemd-journald
julloa   11750 11455  0 13:57 ?        00:00:00 sshd: julloa@pts/27
julloa   11751 11750  0 13:57 pts/27   00:00:00 -bash
root     11910     2  0 13:17 ?        00:00:00 [kworker/18:0-mm_percpu_wq]
www-data 12036 29983  0 14:16 ?        00:00:00 /usr/sbin/apache2 -k start
julloa   12109 11751  0 13:57 pts/27   00:00:00 vi what.cpp
root     12205     2  0 14:36 ?        00:00:00 [kworker/6:0-mm_percpu_wq]
root     12338  1109  0 13:18 ?        00:00:00 sshd: chernandez [priv]
root     12439  1109  0 Aug04 ?        00:00:00 sshd: steve [priv]
steve    12445 12439  0 Aug04 ?        00:14:05 sshd: steve@notty
steve    12446 12445  0 Aug04 ?        00:08:41 /usr/lib/openssh/sftp-server
chernan+ 12684     1  0 13:18 ?        00:00:00 /lib/systemd/systemd --user
chernan+ 12685 12684  0 13:18 ?        00:00:00 (sd-pam)
chernan+ 12699 12338  0 13:18 ?        00:00:00 sshd: chernandez@pts/7
chernan+ 12700 12699  0 13:18 pts/7    00:00:00 -bash
root     12796     2  0 13:38 ?        00:00:00 [kworker/16:0-mm_percpu_wq]
nobeid   13026     1  0 08:59 ?        00:00:01 /lib/systemd/systemd --user
nobeid   13027 13026  0 08:59 ?        00:00:00 (sd-pam)
root     13194  1109  0 11:06 ?        00:00:00 sshd: smerino [priv]
smerino  13294     1  0 11:06 ?        00:00:01 /lib/systemd/systemd --user
smerino  13296 13294  0 11:06 ?        00:00:00 (sd-pam)
root     13302     2  0 13:38 ?        00:00:00 [kworker/11:0-cgroup_destroy]
smerino  13320 13194  0 11:06 ?        00:00:00 sshd: smerino@pts/16
smerino  13326 13320  0 11:06 pts/16   00:00:00 -bash
root     13595  1109  0 Aug23 ?        00:00:00 sshd: steve [priv]
root     13605  1109  0 Aug04 ?        00:00:00 sshd: steve [priv]
steve    13625 13595  0 Aug23 ?        00:00:00 sshd: steve@pts/19
steve    13626 13625  0 Aug23 pts/19   00:00:00 -bash
root     13702 13626  0 Aug23 pts/19   00:00:00 sudo -s
nmounma+ 13769     1  0 10:47 ?        00:00:01 /lib/systemd/systemd --user
nmounma+ 13770 13769  0 10:47 ?        00:00:00 (sd-pam)
root     13812     1  0 Jul21 ?        00:00:03 /lib/systemd/systemd-udevd
root     13951 13702  0 Aug23 pts/19   00:00:00 /bin/bash
steve    13970 13605  0 Aug04 ?        00:05:51 sshd: steve@pts/0
steve    13971 13970  0 Aug04 pts/0    00:00:00 -bash
root     14177  1109  0 14:17 ?        00:00:00 sshd: nvick [priv]
root     14226     1  0 00:00 ?        00:00:30 /usr/bin/atop -R -w /var/log/atop/atop_20210825 600
root     14313     2  0 14:18 ?        00:00:00 [kworker/15:1-mm_percpu_wq]
root     14314     2  0 14:18 ?        00:00:00 [kworker/5:2-cgroup_destroy]
root     14332     2  0 14:38 ?        00:00:00 [kworker/12:1]
nvick    14337     1  0 14:18 ?        00:00:00 /lib/systemd/systemd --user
nvick    14338 14337  0 14:18 ?        00:00:00 (sd-pam)
root     14348     2  0 14:18 ?        00:00:00 [kworker/14:2]
nvick    14353 14177  0 14:18 ?        00:00:00 sshd: nvick@pts/12
nvick    14354 14353  0 14:18 pts/12   00:00:00 -bash
root     14513     2  0 12:39 ?        00:00:00 [kworker/12:0-mm_percpu_wq]
root     14526  1109  0 Aug23 ?        00:00:00 sshd: steve [priv]
steve    14532 14526  0 Aug23 ?        00:00:00 sshd: steve@pts/28
steve    14535 14532  0 Aug23 pts/28   00:00:00 -bash
root     14674     2  0 13:58 ?        00:00:00 [kworker/7:1-cgroup_destroy]
root     14879 14535  0 Aug23 pts/28   00:00:00 sudo -s
root     14977 14879  0 Aug23 pts/28   00:00:00 /bin/bash
root     15000  1109  0 09:01 ?        00:00:00 sshd: nobeid [priv]
nobeid   15081 15000  0 09:01 ?        00:00:00 sshd: nobeid@notty
nobeid   15094 15081  0 09:01 ?        00:00:00 bash
root     15105  1109  0 Aug24 ?        00:00:00 sshd: msarr [priv]
root     15108     2  0 14:38 ?        00:00:00 [kworker/17:0-mm_percpu_wq]
root     15336     2  0 14:38 ?        00:00:00 [kworker/9:2-mm_percpu_wq]
root     15374     2  0 12:40 ?        00:00:00 [kworker/10:1-mm_percpu_wq]
msarr    15392 15105  0 Aug24 ?        00:00:00 sshd: msarr@pts/35
msarr    15394 15392  0 Aug24 pts/35   00:00:00 -bash
root     15485     2  0 12:40 ?        00:00:00 [kworker/13:0-cgroup_destroy]
root     15562     2  0 13:59 ?        00:00:00 [kworker/u40:0-events_unbound]
root     15688  1109  0 09:01 ?        00:00:00 sshd: nobeid [priv]
root     15733     2  0 13:00 ?        00:00:00 [kworker/2:0-mm_percpu_wq]
nobeid   15779 15688  0 09:01 ?        00:00:00 sshd: nobeid@notty
nobeid   15780 15779  0 09:01 ?        00:00:00 bash
root     16052  1109  0 14:19 ?        00:00:00 sshd: xreyes [priv]
root     16154     2  0 Aug24 ?        00:00:01 [kworker/14:1-events]
www-data 16230 29983  0 10:49 ?        00:00:00 /usr/sbin/apache2 -k start
root     16445  1109  0 Aug04 ?        00:00:00 sshd: steve [priv]
steve    16451 16445  0 Aug04 ?        00:06:54 sshd: steve@notty
steve    16462 16451  0 Aug04 ?        00:02:45 /usr/lib/openssh/sftp-server
nmounma+ 16482  4188  0 14:39 ?        00:00:00 sleep 180
www-data 16860 29983  0 14:19 ?        00:00:00 /usr/sbin/apache2 -k start
kwesbro+ 17110  8959  0 14:40 ?        00:00:00 sleep 180
nobeid   17165 15094  0 14:40 ?        00:00:00 sleep 180
xreyes   17361     1  0 14:19 ?        00:00:00 /lib/systemd/systemd --user
xreyes   17362 17361  0 14:19 ?        00:00:00 (sd-pam)
root     17372     2  0 14:19 ?        00:00:00 [kworker/3:2-cgroup_destroy]
xreyes   17377 16052  0 14:19 ?        00:00:00 sshd: xreyes@pts/13
xreyes   17378 17377  0 14:19 pts/13   00:00:00 -bash
nobeid   17697 15780  0 14:40 ?        00:00:00 sleep 180
root     18235     2  0 13:01 ?        00:00:00 [kworker/8:0-mm_percpu_wq]
kwesbro+ 18357  8083  0 14:40 ?        00:00:00 sleep 180
root     18854     2  0 14:41 ?        00:00:00 [kworker/11:1-cgroup_destroy]
melissa  18878  4068  2 14:41 pts/4    00:00:01 alpine
nmounma+ 19162  2311  0 14:41 ?        00:00:00 sleep 180
root     19194  1109  0 11:09 ?        00:00:00 sshd: kwood [priv]
steve    19203     1  0 Aug16 ?        00:00:00 kdeinit5: Running...
steve    19204 19203  0 Aug16 ?        00:00:19 /usr/lib/x86_64-linux-gnu/libexec/kf5/klauncher --fd=8
kwood    19324     1  0 11:09 ?        00:00:01 /lib/systemd/systemd --user
kwood    19325 19324  0 11:09 ?        00:00:00 (sd-pam)
kwood    19339 19194  0 11:09 ?        00:00:00 sshd: kwood@pts/25
kwood    19340 19339  0 11:09 pts/25   00:00:00 -bash
nmounma+ 19555  4417  0 14:01 pts/23   00:00:00 cpp -o -main1.cpp
nmounma+ 19556 19555  0 14:01 pts/23   00:00:00 /usr/lib/gcc/x86_64-linux-gnu/8/cc1 -E -quiet -imultiarch x86_64-linux-gnu - -o -main1.cpp -mtune=generic -march=x86-64
root     19559     2  0 Aug24 ?        00:00:01 [kworker/6:1-mm_percpu_wq]
root     19738  1109  0 12:24 ?        00:00:00 sshd: melissa [priv]
melissa  19974 19738  0 12:24 ?        00:00:00 sshd: melissa@pts/5
melissa  19976 19974  0 12:24 pts/5    00:00:00 -bash
root     20428     2  0 14:42 ?        00:00:00 [kworker/u40:3-events_unbound]
msarr    20449 29787  0 14:42 ?        00:00:00 sleep 180
emorris  20710  7311  0 14:42 pts/17   00:00:00 ps -ef
kwesbro+ 20961  8250  0 14:02 pts/3    00:00:00 /bin/bash
root     21233  1109  0 11:47 ?        00:00:00 sshd: ekhalil [priv]
ekhalil  21355     1  0 11:47 ?        00:00:00 /lib/systemd/systemd --user
ekhalil  21356 21355  0 11:47 ?        00:00:00 (sd-pam)
ekhalil  21371 21233  0 11:47 ?        00:00:00 sshd: ekhalil@pts/34
ekhalil  21372 21371  0 11:47 pts/34   00:00:00 -bash
root     22119     1  0 Aug22 ?        00:00:15 /usr/sbin/cupsd -l
root     22120     1  0 Aug22 ?        00:00:16 /usr/sbin/cups-browsed
lp       22209 22119  0 Aug22 ?        00:00:00 /usr/lib/cups/notifier/dbus dbus://
root     22442     2  0 12:44 ?        00:00:00 [kworker/19:1-mm_percpu_wq]
melissa  23179  2438  0 Aug24 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
melissa  23181  2438  0 Aug24 ?        00:00:00 /usr/lib/gvfs/gvfsd
root     23204     2  0 12:06 ?        00:00:00 [kworker/9:1-mm_percpu_wq]
www-data 23272 29983  0 14:23 ?        00:00:00 /usr/sbin/apache2 -k start
www-data 23274 29983  0 14:23 ?        00:00:00 /usr/sbin/apache2 -k start
root     23586     2  0 12:26 ?        00:00:00 [kworker/7:0-events_power_efficient]
root     23781     1  0 Jul06 ?        00:01:42 php-fpm: master process (/etc/php/7.3/fpm/php-fpm.conf)
www-data 23782 23781  0 Jul06 ?        00:00:00 php-fpm: pool www
www-data 23783 23781  0 Jul06 ?        00:00:00 php-fpm: pool www
nmounma+ 24386  2424  0 14:04 pts/10   00:00:00 /bin/bash
steve    24618  2277  0 Jun07 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
steve    24620  2277  0 Jun07 ?        00:00:00 /usr/lib/gvfs/gvfsd
steve    24670  2277  0 Jun07 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher
rtkit    24717     1  0 Jun07 ?        00:00:46 /usr/lib/rtkit/rtkit-daemon
root     25516     2  0 11:48 ?        00:00:00 [kworker/1:0-mm_percpu_wq]
root     25772     2  0 11:49 ?        00:00:00 [kworker/3:0-mm_percpu_wq]
root     26200     1  0 Jun07 ?        00:00:03 /usr/lib/upower/upowerd
root     26433     2  0 14:05 ?        00:00:00 [kworker/8:2-cgroup_destroy]
root     26434     2  0 14:05 ?        00:00:00 [kworker/16:2-cgroup_destroy]
root     26478     2  0 14:05 ?        00:00:00 [kworker/2:1-events]
www-data 26696 29983  0 14:25 ?        00:00:00 /usr/sbin/apache2 -k start
root     27001     2  0 14:25 ?        00:00:00 [kworker/u40:1-events_unbound]
root     28278     2  0 11:50 ?        00:00:00 [kworker/4:2-mm_percpu_wq]
root     28369     2  0 14:06 ?        00:00:00 [kworker/1:2-cgroup_destroy]
root     28443  1109  0 Aug23 ?        00:00:00 sshd: steve [priv]
steve    28449 28443  0 Aug23 ?        00:00:00 sshd: steve@pts/45
steve    28450 28449  0 Aug23 pts/45   00:00:00 -bash
steve    28728 28450  0 Aug23 pts/45   00:00:00 less /etc/passwd
root     29666  1109  0 07:00 ?        00:00:00 sshd: msarr [priv]
msarr    29786 29666  0 07:00 ?        00:00:00 sshd: msarr@notty
msarr    29787 29786  0 07:00 ?        00:00:00 bash
root     29983     1  0 Jul09 ?        00:02:39 /usr/sbin/apache2 -k start
root     30799  1109  0 Aug08 ?        00:00:00 sshd: steve [priv]
steve    30828 30799  0 Aug08 ?        00:00:03 sshd: steve@pts/9
steve    30829 30828  0 Aug08 pts/9    00:00:00 -bash
root     30926  1109  0 Aug06 ?        00:00:00 sshd: steve [priv]
steve    30932 30926  0 Aug06 ?        00:00:03 sshd: steve@pts/6
steve    30933 30932  0 Aug06 pts/6    00:00:00 -bash
root     30934 30829  0 Aug08 pts/9    00:00:00 sudo -s
root     31001 30934  0 Aug08 pts/9    00:00:00 /bin/bash
root     31505     2  0 14:28 ?        00:00:00 [kworker/0:2-events]
msarr    32367     1  0 Aug23 ?        00:00:10 /lib/systemd/systemd --user
msarr    32369 32367  0 Aug23 ?        00:00:00 (sd-pam)
www-data 32744 29983  0 Aug22 ?        00:00:00 /usr/sbin/apache2 -k start
